CHILD,SEX,DOB,ETHNIC,UPN,MOTHER,MC_DOB
327334,2,07/12/2009,APKN,Y096852224921,,
588661,1,24/10/1999,WIRT,E004418934043,,
737726,2,17/05/2008,CHNE,L058670690614,,
58309,1,30/12/2000,REFU,V024405324654,,
648057,1,28/06/2009,CHNE,R040595683488,,
892330,2,21/08/2005,APKN,J034848297206,,
866837,1,27/09/2002,OOTH,K098828333896,,
905851,2,01/04/2006,REFU,T081707347824,,
854826,1,12/02/2001,ABAN,Y057584625644,,
659430,2,10/04/2003,AIND,Q064727194396,,
264289,1,07/12/2007,REFU,M018860799651,,
137917,1,26/04/1999,MWBC,U077502727049,,
694922,1,19/07/2002,REFU,P094406480310,,
573864,1,20/02/2008,BAFR,Q058358984984,,
92821,2,29/12/2008,MWBA,T057874843822,,
793347,1,17/10/2003,WOTH,G026331179666,,
553848,1,22/02/2008,NOBT,Q011320601641,,
87101,2,07/12/2007,MWBA,D020791159791,,
255201,1,23/11/2007,WIRT,A001522546263,,
4015,1,06/12/2003,NOBT,H085907469081,,
998328,1,15/03/2004,AIND,F032614785936,,
951969,1,02/11/2006,AOTH,V025993264806,,
335413,1,09/05/1999,WIRT,L074073518997,,
606708,2,18/09/2003,WOTH,I096058873391,,
928597,2,29/07/2007,MOTH,E056717634618,,
262711,2,14/09/2007,REFU,S081687881585,,
46916,1,20/01/2000,OOTH,A057493096586,,
441738,2,10/09/2006,MWAS,K019494509879,,
365147,1,19/08/2005,WROM,D054482601413,,
850642,2,11/11/2006,MWBA,D016985951833,,
336381,1,11/12/2007,REFU,P061591293396,,
693410,2,24/12/2003,WIRI,R004144869739,,
266902,1,02/05/2004,WROM,N052049038197,,
429851,2,10/12/2009,WIRI,F056611049461,,
143713,2,23/09/1999,AIND,Z034835288077,,
569034,1,17/12/1999,MWAS,E037495455112,,
844461,2,04/11/2000,BOTH,H014509840452,,
261594,2,17/12/2001,ABAN,H070321813646,,
769339,2,18/09/2009,BAFR,B065158472655,,
828914,1,09/01/2005,BOTH,G090174302979,,
219694,2,01/06/2009,AIND,Q023221822129,,
337901,1,16/07/2002,WBRI,C055411730399,,
505723,2,06/07/2002,MWBC,V012138539939,,
302681,1,08/04/2007,MOTH,U015583329525,,
119095,1,05/12/2007,BAFR,T057528386915,,
214178,1,12/09/2002,NOBT,P047203921014,,
981287,1,26/01/2003,MWBA,U058419588348,,
828277,2,12/12/2000,MWAS,E034730264997,,
830338,1,24/05/2006,AIND,X003972288085,,
349082,2,14/05/2006,CHNE,C047512541590,,
91711,2,27/04/2001,OOTH,Y016608683337,,
632442,1,20/01/2005,MOTH,O071795789800,,
373260,2,21/09/2008,MWBA,R018060330315,,
331462,1,24/05/2006,WIRT,C047798272664,,
836643,2,22/11/2004,MOTH,I030369349411,,
317665,2,27/01/2004,MWBA,S070754860013,,
84737,1,21/04/2004,WIRT,X025204130410,,
72501,2,16/10/2009,BOTH,V075603605092,,
603626,1,22/09/2001,BAFR,U007275899122,,
195764,2,21/02/2004,WROM,H049429355439,,
118049,1,04/08/2001,OOTH,N062161336466,,
909944,1,13/04/2002,WIRI,J023829992196,,
440549,2,03/12/2006,MWBA,B064037441287,,
885607,2,18/07/2005,MWBC,V063292840471,,
685625,1,11/07/2009,CHNE,L002667527262,,
792567,2,15/02/2001,WIRT,D097146090858,,
910378,1,13/12/2009,MWAS,B023913612090,,
713648,2,01/10/2002,MWBA,P062123386160,,
21847,1,13/02/2004,WROM,Z011993524554,,
330697,1,12/10/2009,MWBC,P029323305197,,
413915,2,01/11/2002,AIND,P031181789343,,
631575,1,22/10/2008,WROM,E099716520476,,
192668,1,07/07/2005,MWBC,N000335584658,,
223870,1,16/09/2000,WBRI,A066502969583,,
958862,2,06/01/2006,REFU,K062404066356,,
982154,2,28/07/2001,CHNE,I088088654954,,
409218,2,31/12/2001,BCRB,Z001327382724,,
29815,2,28/09/2003,ABAN,D087889917158,,
184308,1,01/06/2004,OOTH,F046420651728,,
393387,2,29/01/2006,WIRI,Z058876807681,,
841036,1,19/11/2008,AOTH,Q009377518128,,
453572,2,27/06/2004,MOTH,I026508187722,,
738397,1,18/06/2005,MWBC,S028882981078,,
720055,2,03/02/2003,WIRI,B088341487078,,
857997,1,03/06/2004,OOTH,R099220405597,,
247180,1,12/08/2005,WIRT,Z022464614432,,
738976,2,02/02/2008,WBRI,W075973478831,,
543132,1,16/06/2004,AIND,C086364535462,,
767605,2,20/06/2006,APKN,H022774668507,,
6415,1,29/08/2006,AIND,F033988734163,,
629818,1,11/08/2002,WIRT,M008861077199,,
765303,1,10/04/2008,MWAS,J024161603617,,
648222,1,16/04/2003,WBRI,N051938630525,,
459307,2,02/05/2000,WROM,H003790219125,,
21593,2,04/11/2001,MOTH,H056122346822,,
380303,2,19/06/2005,BOTH,X086286406785,,
143799,2,24/02/2008,REFU,N099059840895,,
679379,2,08/07/2004,REFU,X088523347089,,
296330,1,01/07/2000,ABAN,Y023641166286,,
817314,1,12/10/2007,OOTH,R088751549292,,
427390,1,16/10/2006,WROM,N015660778822,,
211186,1,02/10/1999,BCRB,W010430290132,,
843355,1,03/06/2001,OOTH,I006373681023,,
830831,1,28/08/2002,BOTH,C027037849579,,
680465,1,16/06/2002,REFU,Z091718254796,,
564323,1,28/12/2004,OOTH,J010236504815,,
101362,1,12/02/2008,MWBA,M099454790630,,
834242,2,29/10/2004,AIND,R094502193405,,
201733,1,19/07/2002,MOTH,I099833991726,,
903664,2,05/09/2000,MWBA,L087268007291,,
246302,1,21/09/2002,AIND,S037303310675,,
679728,2,17/05/2002,BOTH,D058339201817,,
802543,2,05/04/2003,MOTH,O055717133865,,
71212,1,21/10/2005,MWBC,Z001925542051,,
612940,1,24/11/2005,WOTH,A003822305686,,
617426,2,30/11/2004,ABAN,D088284312670,,
717687,2,24/06/2004,WOTH,N011344330592,,
98753,1,29/08/2002,WROM,P032701593144,,
106241,1,24/12/2006,OOTH,U024318220169,,
420134,1,01/11/2002,MWAS,S031429852674,,
635964,2,04/08/2008,WBRI,O063156840393,,
21038,1,11/11/2005,BCRB,D015126848618,,
384546,1,09/04/2005,BCRB,W096341189408,,
815720,2,24/05/2005,WIRT,W098983056554,,
133330,2,31/03/2002,WIRT,X002546712092,,
688239,2,09/05/2009,WOTH,B027288022182,,
859568,1,29/12/2000,BAFR,K087510181640,,
894785,1,21/05/2008,WIRT,V058982866516,,
645812,1,16/09/2004,MOTH,F075071248480,,
704159,1,11/06/2009,WIRI,K002117379100,,
55690,2,13/02/2004,WROM,W004180259783,,
981762,2,30/10/2005,NOBT,G084415391904,,
116392,2,25/08/2004,WIRI,V061477231366,,
276172,2,04/06/2000,AOTH,M018222253845,,
822438,2,26/02/2004,ABAN,W037742180756,,
115254,2,28/08/2000,BOTH,I006900533424,,
795289,2,26/03/2009,WBRI,G001550240323,,
413831,2,20/05/2002,CHNE,E085513080158,,
479546,2,20/06/2004,WROM,T023616009919,,
639837,2,22/05/2007,BCRB,Y009937814893,,
869871,2,28/09/2006,MWAS,M070280700021,,
598618,1,03/11/1999,REFU,Y052328073009,,
882936,2,08/06/2002,WOTH,K009074692690,,
826987,1,15/02/2000,WIRI,I020397610369,,
238852,1,26/07/2004,NOBT,O008745492719,,
983227,2,05/08/2000,ABAN,E077707519338,,
476742,1,29/06/2003,WIRI,N078979811018,,
316873,1,28/03/2005,APKN,U062212401346,,
958973,2,27/04/2008,MOTH,S084418134942,,
414394,1,03/07/1999,WOTH,R094851750038,,
878043,2,13/10/2002,AIND,P002609187593,,
230497,1,20/09/2004,WROM,R032921144951,,
836390,1,04/02/2006,MWBC,W045004812806,,
694321,1,01/11/2006,WBRI,B043205315537,,
285207,1,06/11/2006,MWBC,J057682867771,,
208004,1,10/08/2008,OOTH,V073576679486,,
567517,1,12/03/2005,WIRI,L053339980268,,
343472,1,26/06/2007,MWAS,F075406699344,,
650517,2,05/08/2002,BOTH,I066611395168,,
745488,2,15/12/2001,WIRI,L046180296064,,
116483,2,02/12/2006,OOTH,A022422991124,,
86668,2,04/02/2007,AOTH,Y077084356283,,
54625,1,29/10/2000,REFU,M087837946801,,
515563,2,11/02/2000,BOTH,M004643261001,,
468377,2,04/08/2009,MWAS,Q025084983164,,
628941,2,11/10/2006,MWBA,L055166112691,,
499660,1,30/07/2000,WOTH,V077510012863,,
369699,2,10/07/2009,AOTH,O025381805764,,
853697,1,23/09/2004,WBRI,X099732345480,,
667283,1,05/12/1999,BOTH,J035772430406,,
369488,2,12/09/2001,MWBC,N054210575389,,
448400,2,07/01/2007,MWBC,B087398548399,,
12539,2,22/04/2000,MWBC,Z091166982083,,
64562,2,17/06/2002,MWBA,O006555315645,,
534492,2,17/08/2006,MOTH,Y048194690939,,
994285,2,13/01/2006,MWAS,P011370238806,,
582281,2,01/07/2000,ABAN,R025959460025,,
372509,2,23/07/2009,CHNE,B094429243485,,
73205,2,05/12/2002,WIRI,N079152124384,,
84450,2,30/08/2000,WOTH,A057651213509,,
655772,2,04/07/2005,WBRI,W081625066459,,
163267,2,09/07/2007,ABAN,V094699942403,,
610919,1,04/06/2002,BAFR,M073610154144,,
186596,2,12/10/2008,AIND,W021307552990,,
379507,2,12/08/2003,OOTH,T026518202090,,
245022,2,30/05/2004,BOTH,R028495108112,,
979997,1,26/08/2006,BOTH,W040869565659,,
933360,1,16/06/2007,BOTH,P008714621502,,
389737,2,25/03/2004,WROM,B057672892489,,
31063,1,19/10/2000,BAFR,G020745464297,,
520411,2,19/10/2006,BAFR,K081122728594,,
671612,1,04/06/2001,BAFR,C008556062278,,
442704,1,22/09/2003,REFU,S075767370222,,
91132,1,22/10/2001,MWAS,A050801953481,,
94030,2,08/12/1999,WBRI,E036684181573,,
739118,1,13/08/2005,AOTH,X008493014804,,
958808,1,31/01/2001,BOTH,U025056158245,,
86704,1,29/08/2007,NOBT,E014150029773,,
687605,2,19/05/2009,AIND,O058569223152,,
176514,1,12/12/2004,BOTH,W054506147541,,
954202,2,10/09/2004,AOTH,X051743978002,,
221218,2,26/06/2006,APKN,V011325960248,,
990787,2,27/07/2003,WIRI,T044014424407,,
362033,2,16/08/2004,WIRT,D060707064018,,
34153,2,29/07/2008,WROM,B074698293514,,
979155,1,13/07/2008,MWBC,K052932971782,,
447690,1,10/03/2008,AOTH,N042829836086,,
571830,2,04/03/2005,MWAS,F010619698203,,
34663,1,26/07/1999,BAFR,G047929985650,,
287890,2,14/04/2000,OOTH,X093167654895,,
656076,1,04/09/2007,BAFR,C014158485608,,
679022,1,30/11/2002,WIRT,O008874923542,,
67832,1,30/12/2008,WIRI,A004555658381,,
266915,2,20/07/2008,BOTH,U048276099725,,
343805,2,05/05/2005,MWAS,W027514086953,,
756853,2,23/06/2006,BOTH,C097398776303,,
159388,2,11/04/2005,WROM,Q056192525057,,
782906,1,27/11/2000,AOTH,H035065538760,,
266650,1,11/09/2006,APKN,Y007951826550,,
339147,2,02/03/2009,WROM,A096561183348,,
604407,1,30/05/2008,BAFR,B079431354612,,
334240,1,18/08/2005,MWBA,Q040390519903,,
147816,1,07/12/2001,WIRT,O081284825129,,
276079,1,27/11/2002,MWBA,M014438865898,,
95496,1,05/07/2005,REFU,W009311520350,,
960186,2,14/01/2007,MWBA,F041131784225,,
208084,2,26/06/1999,BAFR,X064975542450,,
415235,2,28/05/2001,AOTH,D091967128218,,
406846,2,17/04/2009,MWBC,W043370432142,,
87322,2,27/02/2002,MWAS,M005696971224,,
234842,1,17/03/2001,BCRB,F098782730512,,
496063,2,04/04/2007,ABAN,D095980736334,,
633285,1,09/09/2006,WROM,N051625436170,,
814087,1,03/07/2007,BCRB,T040175073106,,
16960,1,12/03/2009,APKN,V024089230359,,
295116,2,31/08/2006,MOTH,X091944716008,,
323056,2,26/09/2002,OOTH,E041567474777,,
297403,2,21/12/2004,AOTH,Y044995074588,,
309655,1,04/06/2006,REFU,A072993740270,,
661349,1,02/07/2002,MWBC,O005633876328,,
636479,2,15/07/2008,MWAS,I021092728856,,
360252,1,08/12/2009,REFU,C004589643761,,
166761,2,19/12/2008,WIRT,D020659109925,,
588334,2,30/05/2002,AOTH,D044329249646,,
571007,2,22/09/2009,AOTH,X004460631323,,
869102,1,03/12/2008,WIRI,X078063122799,,
988280,2,09/04/2008,AOTH,P008164917573,,
790932,2,19/05/2007,AIND,F071705499395,,
247698,2,18/05/2004,WBRI,L073046772523,,
853700,2,14/01/2004,WBRI,E068721878684,,
975004,1,06/10/2008,MWBA,Z055305609394,,
865383,1,04/02/2008,BAFR,A077977856248,,
528962,2,10/11/2004,BAFR,T061793193706,,
117430,1,11/11/2002,WBRI,H057389141678,,
88024,1,05/02/2008,MWAS,S051040920649,,
827864,1,05/02/2002,WIRT,R046681309258,,
569582,2,31/03/2005,MOTH,B077382719036,,
443989,2,24/03/2009,MWAS,M011912690537,,
440902,2,14/06/2003,APKN,U076369686743,,
820261,2,15/08/2001,NOBT,O050327186695,,
548319,1,13/10/2006,AOTH,T012348497871,,
