CHILD,SEX,DOB,ETHNIC,UPN,MOTHER,MC_DOB
988280,2,09/04/2008,AOTH,P008164917573,,
790932,2,19/05/2007,AIND,F071705499395,,
247698,2,18/05/2004,WBRI,L073046772523,,
853700,2,14/01/2004,WBRI,E068721878684,,
975004,1,06/10/2008,MWBA,Z055305609394,,
528962,2,10/11/2004,BAFR,T061793193706,,
117430,1,11/11/2002,WBRI,H057389141678,,
88024,1,05/02/2008,MWAS,S051040920649,,
827864,1,05/02/2002,WIRT,R046681309258,,
569582,2,31/03/2005,MOTH,B077382719036,,
443989,2,24/03/2009,MWAS,M011912690537,,
820261,2,15/08/2001,NOBT,O050327186695,,
548319,1,13/10/2006,AOTH,T012348497871,,
